trial_uid,session_id,participant_code,trial_index,trial_type,prompt_id,prompt_typing_order,length_class,condition,prompt_source,prompt_text,prompt_length,event_count,final_reconstructed_text,final_prefix_match_len,final_resulting_text_length,qc_prompt_available_ok,qc_event_index_ok,qc_time_monotonic_ok,qc_append_pop_ok,qc_reconstruction_ok,qc_exact_match_ok,all_core_qc_ok
20260423022204-r0lr3h__0__PRACTICE,20260423022204-r0lr3h,name,0,practice,PRACTICE,0,practice,practice_warmup,recovered_from_event_log_consensus,วันนี้อากาศดีและฉันพร้อมเริ่มการทดลอง,37,59,วันนี้อากาศดีและฉันพร้อมเริ่มการทดลอง,37,37,1,1,1,1,1,1,1
20260423022204-r0lr3h__1__P01,20260423022204-r0lr3h,name,1,main,P01,1,short,familiar_baseline,prompt_table,วันนี้เราจะทำการบ้านให้เสร็จ,28,52,วันนี้เราจะทำการบ้านให้เสร็จ,28,28,1,1,1,1,1,1,1
20260423022204-r0lr3h__2__P02,20260423022204-r0lr3h,name,2,main,P02,2,short,familiar_polite,prompt_table,กรุณาตอบกลับภายในวันนี้,23,23,กรุณาตอบกลับภายในวันนี้,23,23,1,1,1,1,1,1,1
20260423022204-r0lr3h__3__P04,20260423022204-r0lr3h,name,3,main,P04,3,short,orthographic_named_entity,prompt_table,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,43,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,29,1,1,1,1,1,1,1
20260423022204-r0lr3h__4__P03,20260423022204-r0lr3h,name,4,main,P03,4,short,formal_register,prompt_table,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,58,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,30,1,1,1,1,1,1,1
20260423022204-r0lr3h__5__P05,20260423022204-r0lr3h,name,5,main,P05,5,short,twisted_proverb,prompt_table,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,55,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,31,1,1,1,1,1,1,1
20260423022204-r0lr3h__6__P09,20260423022204-r0lr3h,name,6,main,P09,6,medium,arabic_numerals,prompt_table,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,58,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,46,1,1,1,1,1,1,1
20260423022204-r0lr3h__7__P11,20260423022204-r0lr3h,name,7,main,P11,7,medium,rhythmic_repetition,prompt_table,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,76,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,40,1,1,1,1,1,1,1
20260423022204-r0lr3h__8__P10,20260423022204-r0lr3h,name,8,main,P10,8,medium,thai_numerals,prompt_table,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,50,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,46,1,1,1,1,1,1,1
20260423022204-r0lr3h__9__P06,20260423022204-r0lr3h,name,9,main,P06,9,medium,mixed_symbols_identification,prompt_table,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,52,62,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,52,52,1,1,1,1,1,1,1
20260423022204-r0lr3h__10__P08,20260423022204-r0lr3h,name,10,main,P08,10,medium,formal_lexical_difficulty,prompt_table,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,56,74,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,56,56,1,1,1,1,1,1,1
20260423022204-r0lr3h__11__P07,20260423022204-r0lr3h,name,11,main,P07,11,medium,formal_educational,prompt_table,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,66,118,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,66,66,1,1,1,1,1,1,1
20260423022204-r0lr3h__12__P12,20260423022204-r0lr3h,name,12,main,P12,12,long,long_familiar_expository,prompt_table,วันนี้ครูขอให้นักเรียนเขียนสรุปเรื่องสุภาษิตไทยอย่างกระชับและชัดเจน โดยให้ยกตัวอย่างหนึ่งสำนวนและอธิบายความหมายด้วยภาษาของตนเอง,127,207,วันนี้ครูขอให้นักเรียนเขียนสรุปเรื่องสุภาษิตไทยอย่างกระชับและชัดเจน โดยให้ยกตัวอย่างหนึ่งสำนวนและอธิบายความหมายด้วยภาษาของตนเอง,127,127,1,1,1,1,1,1,1
20260423022204-r0lr3h__13__P14,20260423022204-r0lr3h,name,13,main,P14,13,long,long_mixed_difficulty,prompt_table,สวัสดีคุณชาคริษฐ์ วันนี้เราขอให้คุณจัดทำหนังสือเรื่องการสอนภาษาไทยสำหรับนักเรียนชั้นมัธยมศึกษาปีที่ ๖ เพื่อเป็นวิทยาทานแก่โรงเรียนในเครือพันธมิตร,145,241,สวัสดีคุณชาคริษฐ์ วันนี้เราขอให้คุณจัดทำหนังสือเรื่องการสอนภาษาไทยสำหรับนักเรียนชั้นมัธยมศึกษาปีที่ ๖ เพื่อเป็นวิทยาทานแก่โรงเรียนในเครือพันธมิตร,145,145,1,1,1,1,1,1,1
20260423022204-r0lr3h__14__P13,20260423022204-r0lr3h,name,14,main,P13,14,long,long_formal_bureaucratic,prompt_table,ทางคณะผู้จัดทำขอความกรุณาให้นักเรียนจัดทำรายงานเรื่องสุภาษิตและคำพังเพย โดยเขียนอธิบายเนื้อหาให้ครบถ้วนเพื่อเป็นประโยชน์ต่อการเรียนรู้ในภายหลัง,143,247,ทางคณะผู้จัดทำขอความกรุณาให้นักเรียนจัดทำรายงานเรื่องสุภาษิตและคำพังเพย โดยเขียนอธิบายเนื้อหาให้ครบถ้วนเพื่อเป็นประโยชน์ต่อการเรียนรู้ในภายหลัง,143,143,1,1,1,1,1,1,1
20260423060813-rjwkd0__0__PRACTICE,20260423060813-rjwkd0,Tack,0,practice,PRACTICE,0,practice,practice_warmup,recovered_from_event_log_consensus,วันนี้อากาศดีและฉันพร้อมเริ่มการทดลอง,37,37,วันนี้อากาศดีและฉันพร้อมเริ่มการทดลอง,37,37,1,1,1,1,1,1,1
20260423060813-rjwkd0__1__P01,20260423060813-rjwkd0,Tack,1,main,P01,1,short,familiar_baseline,prompt_table,วันนี้เราจะทำการบ้านให้เสร็จ,28,30,วันนี้เราจะทำการบ้านให้เสร็จ,28,28,1,1,1,1,1,1,1
20260423060813-rjwkd0__2__P02,20260423060813-rjwkd0,Tack,2,main,P02,2,short,familiar_polite,prompt_table,กรุณาตอบกลับภายในวันนี้,23,25,กรุณาตอบกลับภายในวันนี้,23,23,1,1,1,1,1,1,1
20260423060813-rjwkd0__3__P04,20260423060813-rjwkd0,Tack,3,main,P04,3,short,orthographic_named_entity,prompt_table,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,29,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,29,1,1,1,1,1,1,1
20260423060813-rjwkd0__4__P03,20260423060813-rjwkd0,Tack,4,main,P03,4,short,formal_register,prompt_table,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,30,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,30,1,1,1,1,1,1,1
20260423060813-rjwkd0__5__P05,20260423060813-rjwkd0,Tack,5,main,P05,5,short,twisted_proverb,prompt_table,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,63,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,31,1,1,1,1,1,1,1
20260423060813-rjwkd0__6__P09,20260423060813-rjwkd0,Tack,6,main,P09,6,medium,arabic_numerals,prompt_table,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,46,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,46,1,1,1,1,1,1,1
